"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"56.419.726,67";"72.512.054,39";"73.593.516,02";"7.890.559,14";
"05/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"109.883.727,26";"82.055.365,20";"74.709.317,27";"3.160.632,44";
"06/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"70.443.391,92";"96.875.466,02";"72.715.600,52";"62.551.862,36";
"08/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"62.031.072,54";"80.179.230,92";"76.600.122,00";"514.279,75";
"09/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"219.021.122,21";"93.360.878,32";"98.397.465,57";"360.057,14";
"10/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"114.194.274,08";"93.444.553,41";"84.520.039,65";"2.321.235,85";
"11/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"158.409.086,32";"122.422.672,86";"113.156.910,41";"142.536,15";
"12/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"147.494.090,96";"196.930.303,01";"207.496.706,73";"418.625,51";
"04/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"63.876.665.205,03";"84.210.857.852,71";"84.211.811.327,63";"103.001.682,64";
"02/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"30.792.173.866,20";"82.309.396.199,50";"82.212.576.173,47";"147.086.717,95";
"07/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"41.564.478.906,47";"343.152.885.279,68";"343.154.273.351,92";"44.246.541,96";
"08/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"354.802.012.891,38";"78.240.252.670,58";"78.204.964.308,92";"145.642.075,65";
"09/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"52.025.510.430,75";"405.305.516.439,58";"403.589.261.470,88";"56.460.227,82";
"10/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"12.486.643.647,51";"85.372.613.687,84";"86.629.404.937,96";"324.086.838,94";
"11/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"47.652.292.060,77";"79.253.105.214,34";"79.039.644.676,02";"10.624.163,82";
"12/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"- 49.075.369.266,72";"63.254.624.292,67";"63.310.131.459,66";"37.585.318,81";
"03/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"158.515.603.666,33";"249.636.234.418,73";"249.756.343.939,51";"7.598.938.777,26";
"05/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"300.849.262.524,27";"313.489.690.837,66";"313.384.096.899,05";"147.923.459,27";
"06/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"330.770.258.575,75";"40.022.902.317,83";"40.127.753.920,28";"90.708.043,34";
"01/2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"974.651.554.946,55";"457.589.582.165,67";"457.561.071.916,13";"16.082.907.685,58";
"01/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"17.570.514.885,47";"2.468.508.915,05";"572.315.736,00";"2.181.513.920,53";
"02/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"2.064.067.431,81";"2.504.786.391,67";"2.394.166.346,84";"120.716.960,04";
"03/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"2.677.892.022,92";"2.523.152.258,04";"2.657.931.733,56";"29.780.090,76";
"04/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"745.783.240,78";"2.533.885.057,92";"2.511.691.377,47";"145.834.170,24";
"05/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"4.495.414.203,00";"2.727.689.889,65";"2.282.988.344,29";"142.369.923,63";
"06/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"165.142.811,45";"3.703.802.139,78";"2.715.457.912,15";"105.433.041,19";
"07/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"302.069.743,12";"2.709.736.109,98";"3.697.222.633,73";"53.188.070,69";
"08/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"1.321.317.297,83";"2.709.088.719,62";"2.727.915.967,72";"11.227.242,25";
"09/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"824.848.669,80";"2.131.343.972,27";"2.610.766.862,67";"47.638.707,26";
"10/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"132.644.467,73";"2.130.428.655,23";"2.138.080.713,83";"43.061.262,27";
"11/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"1.554.921.255,02";"3.132.474.489,71";"2.289.435.208,92";"25.612.304,39";
"12/2023";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"980.104.554,71";"2.251.043.003,19";"3.021.810.200,65";"31.253.894,58";
"03/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"200.000,00";"8.157,38";"7.199,75";"0,00";
"04/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"130.000,00";"75.652,48";"58.198,58";"1.737.724,46";
"05/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"145.000,00";"124.612,53";"138.872,85";"0,00";
"06/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"30.000,00";"124.593,98";"76.079,85";"0,00";
"07/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"4.668.418,00";"124.277,86";"176.943,20";"0,00";
"08/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"2.976.935,52";"3.562.494,05";"239.532,65";"0,00";
"09/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"1.963.415,90";"1.519.542,72";"4.820.527,17";"0,00";
"10/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"5.965.468,39";"4.356.330,02";"3.029.066,32";"384.861,11";
"11/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"2.580.193,81";"3.944.324,55";"2.061.647,95";"894.162,20";
"12/2023";"67000 - Ministério da Igualdade Racial";"67000 - Ministério da Igualdade Racial - Unidades com vínculo direto";"12.992.872,84";"14.069.570,51";"16.050.093,46";"0,00";
"02/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"95.769.984,79";"41.834.941,27";"44.429.534,22";"66.185.428,98";
"05/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"49.330.955,29";"87.508.881,84";"67.331.104,05";"307.976.719,22";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"263.622.270,67";"31.674.184,74";"50.469.070,44";"184.527.850,92";
"03/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"364.572.495,06";"70.140.980,10";"38.394.045,24";"43.405.707,48";
"07/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"595.065.592,78";"117.919.168,27";"92.960.071,69";"114.658.356,57";
"04/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"113.935.319,18";"238.084.911,31";"269.658.294,24";"416.953.973,36";
"12/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"1.179.559.738,40";"288.967.642,01";"269.438.717,80";"334.772.745,70";
"01/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"58.722.363,83";"33.254.095,12";"22.452.942,57";"43.488.905,72";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"1.047.724.448,33";"98.632.765,08";"125.300.410,13";"215.557.566,15";
"09/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"422.261.199,73";"53.074.336,14";"50.975.002,07";"110.882.843,27";
"10/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"1.169.923.440,87";"166.786.101,75";"158.076.550,42";"165.496.451,84";
"11/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"948.560.018,25";"315.354.323,13";"322.732.227,17";"210.441.477,51";
"02/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"78.467.750,36";"44.448.725,64";"44.172.727,33";"7.987.728,40";
"04/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"82.423.047,60";"59.806.824,70";"60.498.605,64";"74.023.327,22";
"05/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"117.050.867,77";"56.604.291,24";"54.557.136,92";"45.699.389,12";
"07/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"54.713.508,02";"58.956.201,27";"72.104.187,85";"22.776.026,00";
"10/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"207.609.323,15";"62.514.432,88";"66.009.259,84";"27.906.319,42";
"11/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"101.739.390,96";"80.167.023,47";"67.323.685,16";"24.115.444,15";
"01/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"301.393.211,67";"43.619.546,01";"11.145.538,23";"51.220.777,62";
"03/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"18.722.339,51";"48.054.578,87";"48.363.218,38";"22.413.709,73";
"06/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"28.843.694,11";"76.052.157,48";"61.831.209,53";"20.089.787,01";
"08/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"18.712.298,72";"57.279.578,61";"56.817.649,88";"105.785.743,29";
"09/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"62.490.548,78";"63.255.100,04";"60.152.657,20";"28.515.107,88";
"12/2023";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"56.942.639,71";"70.664.220,49";"71.609.107,79";"18.208.248,65";
"03/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"1.160.545,18";"245.807,18";"245.807,18";"0,00";
"04/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"2.150,00";"99.521,19";"96.422,34";"0,00";
"06/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"411,42";"393.692,89";"391.211,57";"0,00";
"08/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"1.522.173,92";"2.658.891,94";"2.569.300,54";"573.000,00";
"09/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"2.357.801,27";"3.259.607,79";"3.232.384,45";"0,00";
"10/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"5.028.319,14";"3.409.276,13";"2.753.771,55";"0,00";
"11/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"42.479.896,30";"4.501.893,11";"3.343.359,03";"529.898,60";
"12/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"28.606.012,59";"4.441.618,66";"3.565.080,01";"0,00";
"05/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"1.100,93";"227.954,23";"228.559,46";"933.240,66";
"07/2023";"58000 - Ministério da Pesca e Aquicultura";"58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto";"7.978.410,27";"1.870.849,96";"250.564,05";"250.000,00";
"01/2023";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"16.000,00";"7.412,79";"7.412,79";"0,00";
"02/2023";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"220.000,00";"2.866,69";"2.866,69";"0,00";
"03/2023";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"341.000,00";"123.526,03";"120.642,69";"0,00";
"04/2023";"33000 - Ministério da Previdência Social";"33000 - Ministério da Previdência Social - Unidades com vínculo direto";"340.303,86";"105.959,55";"108.842,89";"0,00";
