"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2023";"15 - Urbanismo";"128 - Formação de recursos humanos";"323.399,64";"85.038,00";"77.055,77";"60.922,41";
"05/2023";"24 - Comunicações";"122 - Administração geral";"20.964.199,53";"59.173.315,07";"53.192.493,89";"2.155.632,44";
"05/2023";"15 - Urbanismo";"301 - Atenção básica";"0,00";"0,00";"0,00";"1.043.697,03";
"05/2023";"14 - Direitos da cidadania";"846 - Outros encargos especiais";"6.200.000,00";"6.575.145,00";"6.575.145,00";"0,00";
"05/2023";"06 - Segurança pública";"422 - Direitos individuais, coletivos e difusos";"96.448,05";"0,00";"0,00";"94.588,23";
"05/2023";"04 - Administração";"722 - Telecomunicações";"13.794.092,03";"10.625.005,71";"7.818.414,99";"0,00";
"05/2023";"15 - Urbanismo";"846 - Outros encargos especiais";"4.483.794,08";"669.800,80";"2.376.873,58";"0,00";
"05/2023";"25 - Energia";"753 - Combustíveis";"0,00";"227.312,50";"227.312,50";"0,00";
"05/2023";"15 - Urbanismo";"452 - Serviços urbanos";"0,00";"0,00";"0,00";"0,00";
"05/2023";"25 - Energia";"331 - Proteção e benefícios ao trabalhador";"27.389,00";"2.461.719,87";"2.520.181,07";"0,00";
"05/2023";"02 - Judiciária";"061 - Ação judiciária";"119.292,22";"16.323,52";"17.673,52";"114.025,21";
"05/2023";"18 - Gestão ambiental";"573 - Difusão do conhecimento científico e tecnológico";"102.491,27";"56.561,30";"44.017,68";"0,00";
"05/2023";"25 - Energia";"752 - Energia elétrica";"554.064,28";"1.842.500,37";"1.870.019,12";"11.862,18";
"05/2023";"25 - Energia";"121 - Planejamento e orçamento";"100.175,76";"86.007,29";"86.167,46";"0,00";
"05/2023";"15 - Urbanismo";"122 - Administração geral";"88.600.167,84";"58.238.651,07";"60.740.024,65";"230.608,71";
"05/2023";"22 - Indústria";"125 - Normatização e fiscalização";"34.744.178,06";"34.539.952,42";"34.661.453,10";"349.099,34";
"05/2023";"04 - Administração";"129 - Administração de receitas";"0,00";"0,00";"0,00";"8.108,29";
"05/2023";"04 - Administração";"126 - Tecnologia da informação";"230.359.667,13";"137.162.458,18";"36.373.244,59";"16.294.542,85";
"05/2023";"19 - Ciência e Tecnologia";"691 - Promoção comercial";"0,00";"0,00";"0,00";"1.241.057,73";
"05/2023";"25 - Energia";"128 - Formação de recursos humanos";"704.521,60";"385.339,57";"390.344,31";"0,00";
"05/2023";"25 - Energia";"122 - Administração geral";"30.620.853,83";"57.634.412,52";"48.443.352,58";"545.021,53";
"05/2023";"15 - Urbanismo";"331 - Proteção e benefícios ao trabalhador";"19.539.688,34";"6.941.037,51";"8.560.706,36";"0,00";
"05/2023";"22 - Indústria";"665 - Normalização e qualidade";"190.058,38";"614.019,34";"554.864,12";"21.868,00";
"05/2023";"21 - Organização agrária";"331 - Proteção e benefícios ao trabalhador";"1.819.050,30";"11.028.769,82";"10.979.305,19";"0,00";
"05/2023";"21 - Organização agrária";"122 - Administração geral";"57.665.317,79";"111.162.856,02";"94.578.602,87";"3.850.361,69";
"05/2023";"21 - Organização agrária";"631 - Reforma agrária";"3.027.331,50";"1.042.795,36";"1.049.648,41";"15.515.304,89";
"05/2023";"20 - Agricultura";"363 - Ensino profissional";"0,00";"0,00";"0,00";"1.800,00";
"05/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"4.115.870,06";"251.444,89";"244.864,59";"373.415,82";
"05/2023";"20 - Agricultura";"127 - Ordenamento territorial";"0,00";"0,00";"0,00";"405.540,20";
"05/2023";"20 - Agricultura";"846 - Outros encargos especiais";"0,00";"15.861.186,54";"15.861.186,54";"0,00";
"05/2023";"21 - Organização agrária";"363 - Ensino profissional";"585.428,32";"540.303,81";"1.519.141,69";"1.616.908,63";
"05/2023";"18 - Gestão ambiental";"512 - Saneamento básico urbano";"120.000,00";"81.561,77";"86.625,52";"242.431,00";
"05/2023";"20 - Agricultura";"541 - Preservação e conservação ambiental";"- 68.894,72";"- 13.754,70";"- 13.754,70";"1.456.500,00";
"05/2023";"20 - Agricultura";"606 - Extensão rural";"0,00";"0,00";"0,00";"2.893.960,13";
"05/2023";"18 - Gestão ambiental";"125 - Normatização e fiscalização";"60.829.475,82";"24.591.360,79";"20.951.018,77";"8.336.766,29";
"05/2023";"20 - Agricultura";"545 - Meteorologia";"1.432.088,58";"800.624,62";"794.709,21";"24.992,88";
"05/2023";"20 - Agricultura";"125 - Normatização e fiscalização";"16.873.269,47";"11.954.518,43";"12.450.070,44";"3.262.931,08";
"05/2023";"20 - Agricultura";"609 - Defesa agropecuária";"5.387.892,59";"617.151,50";"634.036,38";"3.486.193,34";
"05/2023";"20 - Agricultura";"691 - Promoção comercial";"7.181.418,43";"1.656.598,93";"1.906.628,33";"- 694,72";
"05/2023";"26 - Transporte";"131 - Comunicação social";"273.900,00";"0,00";"0,00";"0,00";
"05/2023";"26 - Transporte";"301 - Atenção básica";"0,00";"0,00";"0,00";"- 10.089,14";
"05/2023";"19 - Ciência e Tecnologia";"125 - Normatização e fiscalização";"86.000,00";"54.934,17";"54.934,17";"85.163,72";
"05/2023";"19 - Ciência e Tecnologia";"128 - Formação de recursos humanos";"2.960.800,00";"403.461,64";"403.461,64";"0,00";
"05/2023";"12 - Educação";"366 - Educação de jovens e adultos";"1.500.000,00";"1.333.200,00";"1.333.200,00";"169.532,22";
"05/2023";"19 - Ciência e Tecnologia";"301 - Atenção básica";"0,00";"0,00";"0,00";"12.784,42";
"05/2023";"19 - Ciência e Tecnologia";"541 - Preservação e conservação ambiental";"91.000,00";"19.249,34";"19.249,34";"0,00";
"05/2023";"12 - Educação";"365 - Educação infantil";"13.496.526,66";"36.143.375,59";"41.764.391,25";"6.622.210,68";
"05/2023";"12 - Educação";"847 - Transferências para a educação básica";"338.367.853,45";"2.952.271.686,50";"2.952.271.686,50";"791.413,94";
"05/2023";"12 - Educação";"306 - Alimentação e nutrição";"64.685.659,09";"546.382.149,19";"546.240.677,17";"3.262.834,98";
"05/2023";"19 - Ciência e Tecnologia";"662 - Produção industrial";"137.116.764,12";"14.054.205,27";"8.093.587,14";"7.068.468,53";
"05/2023";"19 - Ciência e Tecnologia";"846 - Outros encargos especiais";"50.000,00";"15.142.693,73";"15.138.342,29";"0,00";
"05/2023";"19 - Ciência e Tecnologia";"573 - Difusão do conhecimento científico e tecnológico";"3.829.074,71";"785.743,86";"727.941,25";"1.324.664,88";
"05/2023";"08 - Assistência social";"126 - Tecnologia da informação";"144.086,57";"8.289.137,14";"8.289.137,14";"0,00";
"05/2023";"08 - Assistência social";"125 - Normatização e fiscalização";"100.110,18";"228.234,12";"196.952,68";"581,50";
"05/2023";"08 - Assistência social";"242 - Assistência ao portador de deficiência";"1.071.130,20";"4.043.668.293,20";"4.002.840.894,45";"0,00";
"05/2023";"08 - Assistência social";"241 - Assistência ao idoso";"300.000,00";"3.266.505.635,95";"3.236.459.363,47";"0,00";
"05/2023";"04 - Administração";"608 - Promoção da produção agropecuária";"0,00";"0,00";"0,00";"93.070,94";
"05/2023";"19 - Ciência e Tecnologia";"212 - Cooperação internacional";"424.283,56";"319.563,81";"319.563,81";"275.526,80";
"05/2023";"19 - Ciência e Tecnologia";"571 - Desenvolvimento científico";"125.047.308,16";"112.479.938,26";"109.337.792,00";"33.233.083,06";
"05/2023";"08 - Assistência social";"244 - Assistência comunitária";"526.857.674,76";"14.385.860.704,99";"14.385.427.115,57";"15.082.376,46";
"05/2023";"02 - Judiciária";"122 - Administração geral";"387.896,60";"12.818,01";"17.195,74";"16.084,83";
"05/2023";"09 - Previdência social";"122 - Administração geral";"264.959.175,42";"213.855.346,15";"169.652.926,93";"3.441.195,22";
"05/2023";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"371.627,10";"19.027,22";"18.492,88";"242.707,37";
"05/2023";"09 - Previdência social";"271 - Previdência básica";"160.569.076,37";"95.502.829.689,69";"71.768.963.026,54";"998.905,08";
"05/2023";"04 - Administração";"128 - Formação de recursos humanos";"377.953,06";"206.972,21";"145.080,96";"91.481,29";
"05/2023";"12 - Educação";"123 - Administração financeira";"505.000.000,00";"122.495.865,91";"122.495.865,91";"18.351.073,51";
"05/2023";"20 - Agricultura";"608 - Promoção da produção agropecuária";"721.915.733,27";"734.769.923,87";"505.885.334,23";"487.666.166,64";
"05/2023";"11 - Trabalho";"333 - Empregabilidade";"76.672.629,99";"18.650,80";"18.650,80";"2.604.887,14";
"05/2023";"04 - Administração";"301 - Atenção básica";"0,00";"0,00";"0,00";"2.969.174,13";
"05/2023";"12 - Educação";"694 - Serviços financeiros";"0,00";"423.573.520,81";"423.582.949,71";"420.135,61";
"05/2023";"11 - Trabalho";"122 - Administração geral";"216.820.468,93";"185.096.277,88";"148.622.550,23";"1.674.355,05";
"05/2023";"15 - Urbanismo";"453 - Transportes coletivos urbanos";"62.094.738,86";"19.579.831,85";"19.882.010,56";"9.473.536,36";
"05/2023";"20 - Agricultura";"607 - Irrigação";"19.898.848,31";"8.135.780,96";"6.841.578,31";"2.569.150,66";
"05/2023";"17 - Saneamento";"512 - Saneamento básico urbano";"560.307.934,69";"20.276,99";"15.791,17";"43.927.022,00";
"05/2023";"15 - Urbanismo";"451 - infra-estrutura urbana";"0,00";"0,00";"0,00";"465.707.660,26";
"05/2023";"26 - Transporte";"125 - Normatização e fiscalização";"53.812.415,27";"11.235.576,45";"12.587.315,48";"1.098.092,94";
"05/2023";"15 - Urbanismo";"244 - Assistência comunitária";"0,00";"0,00";"0,00";"492.738.533,69";
"05/2023";"06 - Segurança pública";"182 - Defesa civil";"90.604.056,48";"74.292.888,74";"78.818.238,47";"41.922.624,70";
"05/2023";"12 - Educação";"301 - Atenção básica";"0,00";"0,00";"0,00";"474.772,39";
"05/2023";"28 - Encargos especiais";"844 - Serviço da dívida externa";"1.322.078.832,82";"1.322.078.832,82";"1.322.078.832,82";"0,00";
"05/2023";"16 - Habitação";"482 - Habitação urbana";"0,00";"0,00";"0,00";"783.230,75";
"05/2023";"16 - Habitação";"451 - infra-estrutura urbana";"0,00";"0,00";"0,00";"1.188.259,35";
"05/2023";"13 - Cultura";"331 - Proteção e benefícios ao trabalhador";"922.039,83";"2.962.888,01";"2.985.318,74";"0,00";
"05/2023";"13 - Cultura";"846 - Outros encargos especiais";"950.000,00";"4.331.351,40";"6.750.454,37";"0,00";
"05/2023";"25 - Energia";"572 - Desenvolvimento tecnológico e engenharia";"38.281.804,04";"6.600.759,46";"7.616.857,45";"390.115,33";
"05/2023";"04 - Administração";"124 - Controle interno";"23.328.818,60";"9.409.030,26";"8.874.075,97";"641.608,12";
"05/2023";"12 - Educação";"573 - Difusão do conhecimento científico e tecnológico";"5.354.681,22";"4.882.194,63";"4.880.846,94";"753.980,26";
"05/2023";"01 - Legislativa";"032 - Controle externo";"308.091,54";"229.527,46";"225.344,54";"0,00";
"05/2023";"05 - Defesa nacional";"152 - Defesa naval";"370.645.499,14";"115.632.096,86";"117.994.567,43";"58.228.421,58";
"05/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"0,00";"0,00";"435.000,00";
"05/2023";"28 - Encargos especiais";"845 - Outras transferências";"22.198.285.715,56";"35.603.076.773,58";"36.213.645.864,47";"107.366.287,39";
"05/2023";"10 - Saúde";"846 - Outros encargos especiais";"12.000.000,00";"82.963.879,71";"82.963.879,71";"0,00";
"05/2023";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"32.687.898,16";"10.751.027,11";"10.298.502,20";"15.134.228,90";
"05/2023";"14 - Direitos da cidadania";"122 - Administração geral";"31.095.662,48";"35.686.922,30";"33.640.302,73";"991.362,45";
"05/2023";"04 - Administração";"846 - Outros encargos especiais";"113.888.426,29";"162.118.091,75";"161.006.597,19";"0,00";
"05/2023";"10 - Saúde";"121 - Planejamento e orçamento";"39.261,04";"36.156,89";"33.405,01";"474.375,00";
"05/2023";"04 - Administração";"122 - Administração geral";"1.819.500.791,93";"1.655.177.646,86";"1.372.882.542,88";"102.075.328,49";
"05/2023";"10 - Saúde";"124 - Controle interno";"78.000,00";"25.774,12";"462.642,79";"1.117.591,00";
"05/2023";"10 - Saúde";"125 - Normatização e fiscalização";"1.613.871,21";"1.404.021,15";"1.404.532,03";"621.100,91";
"05/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"20.400.779,36";"2.997.548,45";"2.941.039,79";"9.987.566,42";
"05/2023";"04 - Administração";"331 - Proteção e benefícios ao trabalhador";"102.960.959,59";"88.659.461,17";"86.433.944,36";"0,00";
"05/2023";"10 - Saúde";"304 - Vigilância sanitária";"2.527.930,58";"23.992.003,57";"24.538.580,42";"804.853,24";
"05/2023";"10 - Saúde";"131 - Comunicação social";"23.544.824,82";"15.431.910,59";"17.114.064,87";"6.172.941,25";
"05/2023";"10 - Saúde";"306 - Alimentação e nutrição";"26.956,86";"57.180,87";"57.180,87";"26.589,00";
"05/2023";"10 - Saúde";"126 - Tecnologia da informação";"24.064.827,24";"15.152.171,55";"16.156.614,59";"6.999.944,49";
"05/2023";"10 - Saúde";"571 - Desenvolvimento científico";"130.008.023,06";"77.832.428,55";"66.547.877,26";"39.876.126,50";
"05/2023";"10 - Saúde";"511 - Saneamento básico rural";"4.320.422,62";"3.626.785,12";"2.827.363,28";"728.247,99";
"05/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"11.687.285,27";"4.807.312,38";"3.667.937,02";"863.510,66";
"05/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"88.029.215,48";"242.805.257,57";"238.127.150,69";"3.208.914,12";
"05/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"591.790.611,38";"869.715.791,69";"1.046.439.923,92";"513.203.595,03";
"05/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.092.626.193,09";"1.099.737.830,00";"1.018.159.868,52";"431.366.229,79";
"05/2023";"26 - Transporte";"846 - Outros encargos especiais";"0,00";"15.705.203,45";"15.713.975,65";"0,00";
"05/2023";"05 - Defesa nacional";"366 - Educação de jovens e adultos";"682.730,00";"25.432,28";"25.432,28";"188.451,24";
"05/2023";"26 - Transporte";"126 - Tecnologia da informação";"30.296.733,91";"11.795.335,49";"11.727.022,22";"6.929.283,19";
"05/2023";"21 - Organização agrária";"127 - Ordenamento territorial";"213.555,39";"182.719,46";"216.607,17";"9.200,00";
"05/2023";"26 - Transporte";"331 - Proteção e benefícios ao trabalhador";"373.784,93";"7.931.789,53";"7.894.140,52";"0,00";
"05/2023";"05 - Defesa nacional";"333 - Empregabilidade";"114.983,00";"0,00";"0,00";"160.790,75";
"05/2023";"05 - Defesa nacional";"121 - Planejamento e orçamento";"127.795,50";"23.803,36";"28.462,36";"10,36";
"05/2023";"05 - Defesa nacional";"811 - Desporto de rendimento";"60.017,72";"171.375,34";"157.725,90";"352.956,64";
"05/2023";"05 - Defesa nacional";"573 - Difusão do conhecimento científico e tecnológico";"347.705,92";"17.982,93";"17.982,93";"8.823,65";
"05/2023";"26 - Transporte";"783 - Transporte ferroviário";"121.790.278,26";"676.965,04";"729.747,43";"10.816.174,48";
"05/2023";"05 - Defesa nacional";"812 - Desporto comunitário";"0,00";"2.258,15";"0,00";"154.974,96";
"05/2023";"05 - Defesa nacional";"303 - Suporte profilático e terapêutico";"0,00";"58.000,42";"0,00";"0,00";
"05/2023";"21 - Organização agrária";"606 - Extensão rural";"1.049.876,55";"0,00";"0,00";"950.000,00";
"05/2023";"05 - Defesa nacional";"151 - Defesa aérea";"890.537.086,79";"219.760.389,16";"185.176.926,10";"260.670.777,35";
"05/2023";"12 - Educação";"368 - Educação básica";"220.204.645,13";"261.919.725,42";"327.809.519,94";"341.827.712,10";
"05/2023";"05 - Defesa nacional";"722 - Telecomunicações";"4.238.035,26";"14.149,79";"3.202,95";"1.967.301,04";
"05/2023";"26 - Transporte";"784 - Transporte hidroviário";"112.975.427,21";"126.681.830,38";"124.162.210,94";"11.072.976,55";
"05/2023";"05 - Defesa nacional";"482 - Habitação urbana";"33.742.564,23";"11.091.795,71";"10.788.172,26";"16.574.586,34";
"05/2023";"05 - Defesa nacional";"542 - Controle ambiental";"5.010.331,03";"3.335.684,95";"3.328.620,77";"2.084.695,96";
"05/2023";"05 - Defesa nacional";"423 - Assistência aos povos indígenas";"90.654.075,94";"50.023.397,35";"44.993.618,50";"0,00";
"05/2023";"26 - Transporte";"121 - Planejamento e orçamento";"85.166.300,01";"3.370.111,05";"1.512.010,41";"13.659.390,94";
"05/2023";"05 - Defesa nacional";"212 - Cooperação internacional";"2.069.584,59";"958.928,16";"833.079,12";"1.369.397,88";
"05/2023";"05 - Defesa nacional";"125 - Normatização e fiscalização";"32.951.940,15";"11.011.010,97";"11.000.867,12";"7.993.497,21";
"05/2023";"05 - Defesa nacional";"572 - Desenvolvimento tecnológico e engenharia";"- 53.154.516,50";"15.825.569,05";"5.774.581,17";"10.302.417,59";
"05/2023";"26 - Transporte";"782 - Transporte rodoviário";"1.753.939.335,96";"549.492.157,34";"536.597.711,48";"517.122.909,07";
"05/2023";"26 - Transporte";"122 - Administração geral";"122.799.098,87";"160.925.043,42";"148.762.713,83";"10.525.044,54";
"05/2023";"06 - Segurança pública";"846 - Outros encargos especiais";"0,00";"114.275.131,65";"114.275.131,65";"0,00";
"05/2023";"19 - Ciência e Tecnologia";"122 - Administração geral";"65.053.809,36";"118.703.342,76";"111.244.659,84";"7.073.058,06";
"05/2023";"10 - Saúde";"128 - Formação de recursos humanos";"40.037.855,21";"147.331.716,96";"157.640.044,70";"3.670.043,19";
"05/2023";"07 - Relações exteriores";"573 - Difusão do conhecimento científico e tecnológico";"152.308,18";"751.558,55";"728.745,33";"243.778,32";
"05/2023";"12 - Educação";"122 - Administração geral";"97.903.100,73";"90.736.733,20";"79.368.319,92";"7.347.290,94";
"05/2023";"22 - Indústria";"661 - Promoção industrial";"0,00";"4.649,03";"5.090,25";"157.482,12";
"05/2023";"07 - Relações exteriores";"301 - Atenção básica";"0,00";"0,00";"0,00";"0,00";
"05/2023";"06 - Segurança pública";"301 - Atenção básica";"0,00";"0,00";"0,00";"150,00";
"05/2023";"18 - Gestão ambiental";"544 - Recursos hídricos";"214.636.758,31";"90.226.016,02";"70.431.419,02";"109.872.995,78";
"05/2023";"05 - Defesa nacional";"846 - Outros encargos especiais";"7.069.428,22";"20.493.523,58";"20.493.523,58";"0,00";
"05/2023";"22 - Indústria";"301 - Atenção básica";"0,00";"0,00";"0,00";"3.380,80";
"05/2023";"04 - Administração";"125 - Normatização e fiscalização";"170.854.082,03";"27.683.824,42";"24.069.505,71";"23.046.382,59";
